0872664,Чужак,https://www.labirint.ru/books/459698/,640,2015
1176756,Комикс и последовательное искусство,https://www.labirint.ru/books/836103/,192,2022
1693925,Быть вместе,https://www.labirint.ru/books/788294/,160,2021
7241206,СтрессLESS. Легкая книга о тяжелых временах,https://www.labirint.ru/books/763054/,200,2021
